Stim	HueR	HueG	HueB	HueC	HueCT	HueLux	Yellow	Red	Green	Trig
13	1544	846	559	2876	2708	420.0	2400	711	444	1
13	1544	843	558	2870	2712	424.0	2400	711	444	1
13	1545	846	560	2877	2708	420.0	2400	711	444	1
13	1542	843	557	2868	2712	423.0	2400	711	444	1
13	1546	846	560	2878	2707	422.0	2400	711	444	1
13	1541	843	557	2867	2711	423.0	2400	711	444	1
13	1546	846	560	2878	2708	422.0	2400	711	444	1
13	1541	843	557	2867	2711	423.0	2400	711	444	1
13	1546	846	560	2878	2708	422.0	2400	711	444	1
13	1541	843	557	2867	2711	423.0	2400	711	444	1
13	1546	846	560	2878	2708	422.0	2400	711	444	1
13	1541	844	558	2868	2711	423.0	2400	711	444	1
13	1546	846	559	2877	2710	423.0	2400	711	444	1
13	1546	845	559	2876	2708	424.0	2400	711	444	1
13	1543	844	558	2871	2708	422.0	2400	711	444	0
13	398	358	272	1054	2709	422.0	2400	711	444	0
13	358	341	262	990	3994	236.0	2400	711	444	0
13	359	342	263	993	4179	230.0	2400	711	444	0
13	358	341	262	991	4182	230.0	2400	711	444	0
13	358	342	262	992	4179	230.0	2400	711	444	0
13	358	342	262	992	4179	231.0	2400	711	444	0
14	358	342	262	991	4179	231.0	2400	1066	222	1
14	1771	536	457	2649	4179	231.0	2400	1066	222	1
14	2182	592	514	3131	2280	0.0	2400	1066	222	1
14	2187	593	515	3138	2180	0.0	2400	1066	222	1
14	2182	591	514	3129	2180	0.0	2400	1066	222	1
14	2187	593	515	3138	2179	0.0	2400	1066	222	1
14	2181	591	513	3128	2180	0.0	2400	1066	222	1
14	2187	594	515	3138	2179	0.0	2400	1066	222	1
14	2181	591	513	3128	2179	0.0	2400	1066	222	1
14	2188	594	515	3139	2179	0.0	2400	1066	222	1
14	2187	594	515	3139	2178	0.0	2400	1066	222	1
14	2181	591	513	3128	2180	0.0	2400	1066	222	1
14	2187	594	515	3139	2179	0.0	2400	1066	222	1
14	2182	591	513	3129	2180	0.0	2400	1066	222	1
14	2187	594	515	3138	2178	0.0	2400	1066	222	1
14	2183	592	514	3130	2179	0.0	2400	1066	222	1
14	2186	593	515	3137	2178	0.0	2400	1066	222	1
14	2184	592	514	3131	2180	0.0	2400	1066	222	1
14	2185	593	515	3136	2178	0.0	2400	1066	222	1
14	2184	592	514	3132	2181	0.0	2400	1066	222	1
14	2184	593	515	3135	2178	0.0	2400	1066	222	1
14	2185	592	514	3133	2181	0.0	2400	1066	222	1
14	2184	593	515	3134	2177	0.0	2400	1066	222	1
14	2185	592	514	3134	2180	0.0	2400	1066	222	1
14	2182	593	514	3132	2179	0.0	2400	1066	222	1
14	2185	592	514	3134	2180	0.0	2400	1066	222	1
14	2182	592	514	3131	2179	0.0	2400	1066	222	1
14	2186	593	515	3135	2180	0.0	2400	1066	222	0
14	406	348	269	3129	2179	0.0	2400	1066	222	0
14	357	341	262	990	3915	220.0	2400	1066	222	0
14	358	342	262	992	4187	230.0	2400	1066	222	0
14	357	341	262	989	4179	231.0	2400	1066	222	0
14	359	342	263	993	4187	230.0	2400	1066	222	0
14	357	341	261	988	4182	230.0	2400	1066	222	0
15	359	342	263	994	4176	231.0	2400	1422	0	1
15	2298	449	474	3042	4182	230.0	2400	1422	0	1
15	2855	482	536	3636	2055	0.0	2400	1422	0	1
15	2854	480	534	3631	1972	0.0	2400	1422	0	1
15	2853	482	536	3634	1970	0.0	2400	1422	0	1
15	2855	480	535	3631	1973	0.0	2400	1422	0	1
15	2852	482	536	3633	1970	0.0	2400	1422	0	1
15	2855	480	535	3631	1973	0.0	2400	1422	0	1
15	2852	482	536	3632	1970	0.0	2400	1422	0	1
15	2855	480	535	3631	1972	0.0	2400	1422	0	1
15	2852	482	536	3632	1970	0.0	2400	1422	0	1
